Student_ID,Age,Gender,GPA,Attendance,Assignment_Completion,Exam_Performance,Engagement_Score,Participation_Score,Behavioral_Score,Previous_Academic_Performance,Course_Satisfaction,Failed_Subjects,Assignments_Missed,LMS_Activity,Churn
STU0044,23,Female,7.51,82.4,69.3,55.6,96.8,58.2,69.3,8.25,9.8,2,2,54.9,0
STU0045,24,Male,7.73,85.4,93.9,60.0,80.7,88.3,97.9,9.48,6.5,0,1,99.5,0
STU0046,19,Male,6.14,90.6,65.0,41.7,77.6,42.0,73.8,5.82,9.2,1,2,41.1,0
STU0047,17,Male,5.82,73.7,75.7,36.5,71.0,73.3,83.3,7.15,7.3,1,1,63.3,0
STU0048,20,Female,6.8,70.0,75.8,65.3,43.1,39.0,73.5,6.62,5.3,0,1,56.1,1
STU0049,18,Female,6.6,63.9,67.0,57.3,59.3,85.2,62.0,5.64,10.0,0,1,46.8,0
STU0050,24,Male,6.26,67.3,53.0,60.1,83.2,60.1,38.4,6.05,8.7,0,2,64.4,0
STU0051,20,Male,7.64,100.0,80.2,75.7,49.1,89.1,75.1,8.37,6.8,1,2,52.7,0
STU0052,18,Female,7.95,94.2,74.0,74.2,22.4,74.3,60.4,7.36,8.2,0,2,70.3,0
STU0053,22,Other,6.91,60.4,83.0,68.8,63.9,41.8,60.0,6.49,6.3,1,2,70.5,0
STU0054,22,Female,8.57,60.8,66.5,76.4,65.4,92.1,64.5,8.99,8.4,0,1,57.6,0
STU0055,20,Male,5.43,84.3,94.5,37.0,70.4,94.5,98.2,5.43,2.9,2,1,62.6,1
STU0056,22,Male,6.57,85.1,61.0,69.7,81.1,81.8,100.0,6.98,5.3,0,2,65.4,0
STU0057,18,Male,5.94,85.1,100.0,47.6,79.5,50.5,75.3,6.11,8.7,0,2,86.2,0
STU0058,18,Female,4.56,74.7,47.0,31.7,72.7,59.2,65.0,4.9,6.6,1,3,67.0,1
STU0059,20,Male,6.7,76.4,82.0,58.5,89.5,67.8,54.3,6.4,7.4,0,2,86.5,0
STU0060,24,Female,6.65,82.3,82.6,50.7,40.7,51.6,79.0,6.81,4.7,1,1,81.7,1
STU0061,23,Male,8.62,79.1,62.3,73.4,77.1,97.2,98.7,7.97,10.0,0,2,81.4,0
STU0062,25,Female,7.56,49.1,81.8,71.5,79.3,67.7,68.3,8.46,9.0,1,2,97.8,0
STU0063,24,Female,5.57,75.0,95.5,53.6,45.7,13.6,36.3,5.13,6.7,0,2,47.6,1
STU0064,21,Female,9.02,66.9,39.5,72.2,40.9,71.4,82.1,9.81,6.3,1,2,60.5,0
STU0065,18,Male,8.27,80.3,83.0,69.6,54.6,58.4,86.8,8.11,8.8,0,2,100.0,0
STU0066,21,Male,7.5,100.0,35.1,78.2,56.1,63.6,48.2,7.64,10.0,2,1,64.9,0
STU0067,24,Male,6.53,82.8,59.5,63.7,81.6,58.0,74.6,6.18,8.6,1,0,13.7,0
STU0068,25,Female,5.65,73.9,100.0,71.6,56.9,80.3,78.8,4.94,10.0,2,1,65.9,1
STU0069,25,Female,6.35,90.0,65.7,69.0,52.6,86.3,70.9,5.13,5.4,0,5,72.7,0
STU0070,17,Female,8.11,84.3,56.2,84.4,57.0,70.4,60.1,7.37,5.6,0,4,17.7,0
STU0071,25,Female,9.06,83.5,71.8,67.7,88.1,58.6,87.2,8.83,5.0,0,3,96.7,0
STU0072,23,Female,8.65,85.9,100.0,85.5,68.2,64.2,65.9,8.8,7.8,0,2,55.7,0
STU0073,25,Male,6.21,100.0,45.7,55.4,64.8,65.4,49.7,6.92,7.3,0,2,76.6,0
STU0074,24,Female,5.46,63.3,58.2,43.6,66.0,49.8,41.3,5.15,6.7,1,2,65.5,1
STU0075,17,Male,6.97,84.2,99.0,64.4,91.3,76.0,90.9,6.35,8.4,2,2,44.2,0
STU0076,24,Male,4.68,66.0,100.0,51.6,54.5,73.7,81.2,3.67,9.1,1,0,48.6,0
STU0077,24,Female,7.19,85.2,73.3,69.7,91.7,94.3,73.3,7.53,4.4,0,1,51.3,0
STU0078,19,Male,6.62,66.1,55.2,50.8,71.8,88.9,65.4,7.59,6.0,1,1,91.7,0
STU0079,17,Male,6.24,72.6,100.0,63.6,65.1,52.0,64.1,7.13,8.4,2,0,67.0,0
STU0080,24,Female,4.89,74.2,100.0,37.6,100.0,80.6,55.9,5.39,6.2,1,4,59.6,1
STU0081,19,Male,7.42,90.7,85.9,68.9,49.0,46.9,65.5,7.87,5.6,0,2,51.3,0
STU0082,19,Female,6.16,89.9,62.0,52.4,61.6,78.2,40.2,7.35,8.7,0,0,93.9,0
STU0083,17,Male,5.4,61.8,74.2,46.4,45.8,55.2,61.0,5.63,4.8,1,2,99.3,0
STU0084,21,Male,3.35,78.7,72.4,37.8,85.1,45.6,67.3,3.8,6.5,0,0,93.7,0
STU0085,23,Male,6.77,68.8,80.3,50.5,98.4,70.3,81.1,6.55,7.6,0,3,79.8,0
STU0086,25,Male,8.93,61.6,98.2,99.8,98.1,14.2,71.4,7.98,6.0,1,2,75.8,0
STU0087,23,Female,8.79,75.2,89.1,60.9,90.0,31.7,83.9,8.31,8.3,1,1,45.7,0
STU0088,25,Male,6.25,74.0,57.8,50.3,64.4,61.6,92.2,6.24,6.0,0,1,65.1,0
STU0089,24,Female,6.08,100.0,97.0,58.4,61.4,66.6,87.9,6.12,9.4,0,3,56.3,0
STU0090,18,Male,7.36,83.6,80.0,72.1,37.9,58.0,79.1,8.71,6.8,0,3,33.5,0
STU0091,17,Female,5.6,60.1,86.0,49.4,100.0,35.0,72.2,5.66,8.1,1,3,91.1,0
STU0092,23,Female,7.16,70.7,98.5,63.9,76.4,49.5,57.3,7.99,8.3,0,0,56.1,0
STU0093,23,Female,7.72,91.3,57.2,73.6,59.1,72.4,83.1,7.42,5.9,1,0,93.9,0
STU0094,24,Male,8.27,100.0,74.4,72.1,91.9,76.1,97.2,8.05,3.5,0,3,87.6,0
STU0095,21,Male,6.68,57.4,66.5,74.1,50.5,64.7,77.1,5.75,7.6,0,3,81.1,0
STU0096,19,Male,6.56,53.6,49.9,67.4,75.3,87.0,100.0,6.04,7.1,2,1,82.3,1
STU0097,24,Female,5.75,100.0,80.5,60.5,64.9,72.6,49.1,6.12,7.9,0,4,57.7,0
STU0098,22,Male,5.81,83.1,100.0,42.6,79.5,50.8,54.7,5.82,6.6,0,0,100.0,0
STU0099,19,Female,6.53,66.7,45.6,58.0,66.9,59.7,84.8,7.19,6.3,0,1,70.9,0
STU0100,17,Female,7.24,85.0,74.5,62.2,41.9,38.3,76.0,7.37,10.0,2,3,76.0,0
STU0101,19,Male,7.9,43.7,85.2,61.0,69.4,62.9,91.7,7.65,4.5,1,2,57.0,0
STU0102,21,Female,5.84,78.0,77.0,56.2,86.9,86.1,71.8,7.34,8.2,0,2,51.4,0
STU0103,19,Male,8.59,82.3,73.2,71.9,67.5,78.0,59.0,8.52,6.0,0,1,79.5,0
STU0104,17,Male,6.47,90.0,54.2,64.8,82.0,91.6,68.8,7.28,6.4,0,4,74.4,0
STU0105,21,Female,6.77,64.8,78.7,50.2,49.2,59.2,49.0,6.49,6.5,1,2,54.2,0
STU0106,23,Female,5.9,79.1,62.9,70.3,67.5,90.6,55.1,6.4,5.6,0,2,41.2,0
STU0107,23,Female,3.89,66.0,40.0,26.0,56.8,61.3,86.6,4.54,8.0,4,1,44.6,1
STU0108,25,Male,7.86,81.3,94.1,72.9,81.4,93.0,85.1,8.01,9.4,3,4,93.9,0
STU0109,19,Male,7.68,66.4,90.3,77.0,68.6,64.6,77.4,6.03,7.8,0,5,57.7,0
STU0110,23,Female,6.46,72.7,75.8,52.4,80.4,78.4,46.2,6.47,7.2,1,2,63.2,0
STU0111,17,Female,6.88,65.1,78.7,70.4,87.6,93.0,66.6,7.74,5.3,0,2,99.0,0
STU0112,20,Female,7.42,86.5,92.2,54.5,80.4,61.3,53.6,7.79,7.9,0,0,47.6,0
STU0113,20,Male,4.92,89.2,78.6,58.8,72.9,69.1,89.6,5.23,10.0,1,3,55.5,0
STU0114,21,Female,6.17,74.9,89.5,55.7,50.0,89.5,63.2,4.96,6.4,1,2,54.6,1
STU0115,23,Male,7.75,78.5,70.2,63.8,67.9,62.5,55.7,7.25,6.4,1,5,100.0,0
STU0116,23,Male,5.29,59.2,96.0,44.6,58.4,39.9,72.4,5.58,6.0,2,6,100.0,0
STU0117,20,Female,7.15,74.1,80.1,72.4,61.8,100.0,62.4,7.44,6.2,0,3,85.0,0
STU0118,23,Male,5.17,77.3,78.1,40.7,61.3,56.1,94.3,6.02,2.3,3,3,85.7,1
STU0119,19,Female,7.36,100.0,54.7,58.7,50.4,68.0,61.0,7.26,7.7,1,3,58.4,0
STU0120,22,Male,6.76,63.5,79.6,58.6,32.8,87.0,51.0,7.04,5.6,1,2,100.0,0
STU0121,18,Male,4.86,97.0,61.7,32.0,56.0,53.4,39.7,4.87,4.3,0,3,75.4,1
STU0122,25,Female,8.2,91.0,64.8,92.0,71.5,45.9,71.5,7.51,8.3,1,2,87.1,0
STU0123,21,Female,5.92,81.6,62.0,47.6,43.7,69.8,63.6,4.34,5.2,1,0,67.9,0
STU0124,22,Female,5.83,100.0,57.9,60.8,68.3,30.9,50.6,6.13,6.4,0,2,64.6,0
STU0125,20,Female,7.04,82.8,100.0,65.5,100.0,59.5,89.8,7.16,9.5,1,2,100.0,0
STU0126,23,Female,8.18,83.1,96.3,63.8,86.4,69.7,82.0,7.75,4.6,0,2,80.8,0
STU0127,25,Female,5.58,77.3,100.0,50.2,97.6,59.9,71.6,4.45,4.4,1,2,99.0,0
STU0128,23,Female,6.87,93.9,55.4,69.7,75.0,35.7,92.5,7.31,7.5,1,1,75.1,0
STU0129,17,Male,7.31,92.3,76.1,63.9,89.0,95.3,81.9,7.12,9.0,0,2,53.0,0
STU0130,17,Female,7.63,69.9,54.3,80.6,55.0,67.0,59.7,8.02,4.3,1,5,58.3,0
STU0131,25,Male,7.01,60.8,63.9,73.3,56.4,92.2,56.4,8.31,7.7,1,1,72.1,0
STU0132,25,Other,6.36,75.4,60.3,66.4,18.7,60.1,84.3,4.86,8.0,1,0,57.5,0
STU0133,20,Female,5.81,67.6,94.8,47.7,89.4,48.3,77.9,5.32,3.5,0,2,47.9,0
STU0134,25,Male,6.9,77.2,68.7,51.3,95.7,70.1,74.5,6.75,8.4,0,0,94.0,0
STU0135,19,Female,5.51,94.1,92.1,43.5,58.0,60.9,59.3,6.53,8.5,1,3,59.1,0
STU0136,23,Female,3.29,72.1,84.7,31.6,63.4,42.6,81.1,2.5,6.5,0,2,72.8,0
STU0137,22,Male,7.32,77.4,100.0,71.3,54.4,92.9,60.7,8.68,9.1,0,3,75.9,0
STU0138,24,Female,7.88,78.8,51.3,49.2,74.9,53.2,70.5,7.98,8.9,0,4,58.2,0
STU0139,25,Female,3.96,89.0,95.1,35.6,88.2,30.0,93.7,3.89,7.2,0,1,99.0,0
STU0140,21,Male,5.59,48.8,93.3,51.9,36.6,90.2,62.1,5.45,6.2,1,1,47.7,0
STU0141,17,Female,7.54,70.1,59.4,65.1,75.4,55.4,48.4,7.23,5.3,2,1,75.2,0
STU0142,19,Male,9.27,80.7,91.1,96.3,63.0,53.5,56.2,10.0,6.9,1,2,74.9,1
STU0143,24,Female,6.82,93.6,80.4,65.6,70.0,31.5,86.9,6.07,8.0,2,1,68.9,0
STU0144,22,Other,5.93,71.6,71.4,66.5,76.3,98.1,75.8,6.17,6.4,1,3,44.1,0
STU0145,24,Female,6.58,53.6,61.8,57.1,64.6,40.5,70.1,6.31,3.3,0,4,87.4,0
STU0146,25,Male,8.45,86.1,63.5,85.4,66.1,66.1,64.4,7.92,9.2,1,2,84.9,0
STU0147,20,Female,6.02,69.7,100.0,70.5,64.2,82.3,79.3,7.83,7.3,0,3,56.5,0
STU0148,17,Female,5.84,62.5,75.0,65.7,85.5,73.0,59.3,6.13,6.4,0,1,84.1,0
STU0149,17,Male,6.22,69.9,87.5,45.1,75.5,63.9,76.6,6.65,8.5,1,1,77.5,0
STU0150,20,Female,5.66,75.6,62.3,48.4,72.0,32.7,61.0,6.46,9.6,1,4,44.4,0
STU0151,23,Male,6.95,70.1,62.5,59.1,45.1,49.6,58.5,5.96,2.2,0,3,52.9,0
STU0152,18,Female,8.75,49.3,92.3,83.6,61.2,68.6,62.4,9.98,7.7,1,1,92.8,0
STU0153,19,Male,7.19,89.7,53.4,71.6,84.2,50.0,66.4,5.43,4.6,1,3,76.2,0
STU0154,17,Male,6.5,94.6,68.4,50.1,68.7,68.9,71.3,5.96,7.8,0,2,58.7,1
STU0155,21,Male,6.45,86.5,75.5,58.7,79.9,78.0,75.5,6.13,7.2,0,2,52.8,0
STU0156,17,Female,4.92,63.2,76.8,24.1,99.8,83.3,20.0,5.33,8.1,2,4,59.7,0
STU0157,24,Male,7.86,75.4,72.1,85.2,86.7,41.7,59.9,8.01,6.2,0,2,61.1,0
STU0158,17,Female,6.71,77.9,81.3,55.3,69.7,100.0,66.1,6.59,3.8,1,2,53.1,0
STU0159,17,Male,6.58,85.8,86.1,59.8,58.8,79.6,94.6,6.57,6.2,3,4,35.2,0
STU0160,18,Male,10.0,86.7,86.8,86.9,22.0,65.0,55.8,9.32,7.7,1,4,92.8,0
STU0161,18,Female,7.16,68.5,59.2,75.9,65.0,85.7,74.4,6.11,8.7,1,2,89.4,0
STU0162,22,Female,5.9,79.1,70.5,24.7,62.1,100.0,94.4,6.41,5.0,0,1,44.5,0
STU0163,23,Male,6.29,83.9,94.1,56.4,75.0,37.7,52.3,6.78,8.7,0,1,72.7,0
STU0164,21,Female,8.18,96.9,89.3,72.6,65.2,60.7,77.9,9.29,5.9,0,2,52.0,0
STU0165,17,Female,6.94,87.2,53.0,57.9,62.2,19.8,60.0,6.39,7.6,0,2,64.8,0
STU0166,17,Female,5.07,88.3,80.6,62.9,36.0,68.7,64.4,5.55,6.1,1,2,63.1,0
STU0167,19,Male,7.9,79.1,43.3,62.2,51.1,71.9,60.0,7.7,7.3,2,2,61.4,0
STU0168,18,Male,6.0,96.3,75.8,61.7,76.6,64.3,61.0,6.83,8.5,1,2,100.0,0
STU0169,21,Female,9.05,83.3,100.0,85.0,98.9,52.6,100.0,9.77,4.9,1,2,61.2,0
STU0170,22,Male,8.1,66.8,59.8,85.5,66.2,26.1,84.7,8.25,5.8,0,2,53.8,0
STU0171,23,Female,6.26,96.2,61.7,49.7,73.9,72.1,88.5,6.02,7.3,0,2,54.7,1
STU0172,20,Female,8.34,87.1,87.2,67.7,85.1,92.7,79.4,9.01,10.0,0,6,90.9,0
STU0173,23,Female,6.88,72.2,50.3,72.9,53.4,53.8,47.9,7.33,5.5,0,2,37.0,0
STU0174,24,Female,7.82,71.8,64.9,74.6,74.6,73.4,77.9,7.34,10.0,0,1,54.7,0
STU0175,17,Other,7.38,81.9,84.5,51.0,54.7,35.2,88.1,6.45,10.0,2,3,98.9,0
STU0176,22,Male,5.78,84.0,64.9,46.6,83.6,73.7,59.2,5.58,6.8,0,1,74.9,0
STU0177,24,Female,6.03,80.6,71.2,58.1,70.7,57.5,86.5,7.09,6.5,1,5,73.8,0
STU0178,21,Male,8.04,82.0,86.9,80.7,73.4,50.5,82.6,8.84,5.8,1,2,100.0,0
STU0179,20,Male,6.4,100.0,81.7,50.8,53.9,50.6,99.8,5.62,6.9,1,1,74.9,0
STU0180,18,Female,6.32,91.9,79.3,27.7,80.7,57.5,65.7,5.5,4.6,1,2,55.8,1
STU0181,22,Female,5.65,80.5,69.6,56.1,100.0,72.3,55.5,6.54,6.9,0,1,64.4,0
STU0182,22,Other,7.31,90.2,80.9,53.6,49.9,40.1,66.6,6.52,9.5,0,0,47.3,0
STU0183,17,Female,9.28,64.6,73.0,63.3,61.9,57.5,93.5,9.64,6.0,1,5,95.1,0
STU0184,25,Male,5.52,83.2,82.3,21.4,72.2,64.2,44.6,5.09,6.6,0,3,81.5,0
STU0185,22,Male,6.83,100.0,67.0,69.6,82.2,44.1,41.0,7.96,4.1,1,1,92.5,0
STU0186,19,Female,8.49,75.2,72.1,77.7,57.9,99.1,73.3,7.95,7.6,0,4,94.3,0
STU0187,20,Male,6.7,67.0,59.2,58.0,17.0,48.8,65.4,7.5,7.4,1,0,61.7,0
STU0188,20,Male,7.34,69.5,74.4,80.0,92.5,52.3,72.1,7.47,7.1,1,2,51.1,1
STU0189,19,Male,5.53,63.8,62.0,56.1,81.7,46.4,86.2,5.71,6.6,0,0,69.0,0
STU0190,19,Male,7.31,67.8,57.2,82.0,36.6,99.2,63.7,5.93,6.5,1,4,52.5,0
STU0191,19,Male,6.58,73.2,79.1,45.3,57.1,75.5,43.9,5.04,7.9,0,4,73.3,0
STU0192,20,Male,7.98,59.7,78.4,71.5,96.2,47.2,100.0,7.83,7.0,0,2,92.6,0
STU0193,23,Male,8.22,78.2,87.5,57.8,94.1,86.0,57.0,8.39,7.5,0,2,66.6,0
STU0194,20,Male,9.91,89.7,68.1,86.9,84.9,68.8,56.1,9.12,7.4,0,3,73.0,0
STU0195,25,Other,7.5,66.2,81.5,65.0,64.8,69.9,88.6,6.74,8.9,2,1,68.1,0
STU0196,17,Male,7.19,97.8,83.8,71.0,69.5,58.5,66.2,7.58,8.2,0,4,86.1,0
STU0197,24,Male,7.03,84.6,82.1,63.7,65.6,50.8,71.0,7.42,7.3,1,0,56.6,0
STU0198,23,Female,6.38,91.4,61.8,63.7,88.3,71.4,79.2,6.28,9.6,1,2,26.1,0
STU0199,18,Male,7.21,69.4,77.4,71.9,52.2,54.6,88.3,7.76,7.7,0,0,79.4,0
STU0200,24,Female,6.45,89.1,80.8,79.6,53.5,99.5,67.0,5.63,9.2,0,0,89.8,0
STU0201,17,Female,7.0,63.8,75.1,59.8,86.2,40.9,94.8,6.75,8.0,2,6,78.9,0
STU0202,25,Male,8.38,89.6,41.6,66.0,67.2,94.2,40.0,9.53,3.9,0,2,57.2,0
STU0203,25,Male,5.59,80.2,77.6,52.8,92.8,62.9,83.4,5.64,9.2,0,1,47.3,0
STU0204,18,Female,8.17,85.2,100.0,65.5,55.9,70.7,59.4,8.26,7.2,1,2,79.9,0
STU0205,23,Female,8.38,62.7,69.2,90.2,67.0,80.8,92.6,9.99,6.9,0,4,72.8,0
STU0206,19,Male,6.66,66.4,63.4,57.1,51.4,53.0,74.1,5.68,7.5,1,1,67.5,0
STU0207,23,Female,4.25,85.8,81.0,32.6,68.1,81.4,61.9,4.81,6.4,0,5,100.0,0
STU0208,25,Male,6.07,65.7,80.0,49.9,41.4,13.6,81.9,7.23,7.4,0,1,51.1,0
STU0209,20,Other,8.36,84.0,94.1,82.4,59.2,51.3,85.4,8.13,6.0,0,0,100.0,0
STU0210,17,Male,6.77,60.2,54.9,59.4,42.1,47.4,81.6,7.37,9.2,0,1,70.6,0
STU0211,18,Female,5.6,89.0,86.7,44.0,80.5,41.2,56.6,4.91,6.8,2,1,33.3,0
STU0212,17,Female,6.19,62.0,84.4,72.4,80.9,60.9,64.7,5.71,6.3,0,0,66.4,0
STU0213,21,Female,7.81,85.2,72.7,61.7,36.9,72.3,71.9,8.08,5.4,1,4,89.2,0
STU0214,21,Female,7.46,86.1,80.4,67.5,92.0,78.4,71.4,8.02,7.5,0,1,62.7,0
STU0215,23,Male,6.51,68.9,91.5,65.1,100.0,69.6,83.2,7.29,7.3,1,2,40.5,0
STU0216,25,Male,6.36,85.6,89.0,40.9,68.8,52.4,41.8,7.46,7.7,0,4,66.7,0
STU0217,25,Male,6.33,81.4,56.7,61.8,56.5,72.0,77.0,6.28,5.3,0,2,52.9,0
STU0218,19,Male,5.69,71.0,88.1,40.7,100.0,67.4,67.7,6.53,4.3,0,4,79.8,0
STU0219,19,Female,8.74,64.9,74.0,86.9,44.3,82.8,59.4,8.5,8.1,0,2,85.5,0
STU0220,19,Male,6.41,52.5,76.2,48.1,68.4,79.8,60.9,7.04,9.5,0,4,48.9,0
STU0221,20,Male,8.26,82.5,76.2,81.3,71.2,65.6,68.8,8.41,5.3,0,4,55.9,0
STU0222,24,Female,8.63,57.7,72.6,88.7,92.2,48.0,20.0,8.94,9.7,1,3,85.1,0
STU0223,22,Female,8.0,79.2,94.1,80.6,74.5,52.6,61.5,8.3,7.5,0,3,52.8,0
STU0224,24,Female,6.28,74.6,73.7,59.0,59.0,54.6,58.9,5.16,7.0,1,1,48.4,0
STU0225,17,Other,7.28,86.8,57.1,63.2,50.9,59.0,80.0,6.49,6.3,0,1,46.4,0
STU0226,24,Male,6.77,74.1,68.7,55.2,61.8,70.1,59.9,6.84,4.6,0,3,77.0,0
STU0227,20,Male,5.72,73.7,77.9,66.2,49.9,78.6,68.8,4.54,8.7,0,2,76.2,0
STU0228,17,Female,7.19,87.5,94.7,57.7,68.9,64.0,95.1,7.77,5.7,1,3,56.3,0
STU0229,24,Female,5.39,82.4,84.6,38.1,57.8,65.3,86.9,6.0,5.7,0,1,70.1,0
STU0230,20,Male,8.23,82.1,61.4,80.7,41.1,67.7,85.5,8.46,8.7,0,2,100.0,0
STU0231,22,Female,6.24,84.1,100.0,48.2,90.6,55.2,64.5,5.46,3.8,0,2,50.5,0
STU0232,24,Male,7.04,58.0,79.2,53.9,59.0,47.4,80.1,8.01,4.4,0,2,31.0,0
STU0233,20,Male,7.14,87.8,95.4,49.8,45.2,31.6,68.5,8.57,7.0,0,1,79.1,0
STU0234,19,Female,6.49,86.0,72.6,53.6,65.0,51.8,69.1,6.59,7.5,2,2,67.8,0
STU0235,25,Female,7.5,64.8,83.5,66.7,69.2,74.0,78.1,7.86,7.8,0,2,55.8,0
STU0236,19,Female,6.23,74.8,88.4,58.5,36.6,51.6,63.0,6.37,6.5,1,1,83.0,0
STU0237,25,Male,7.85,77.5,94.5,80.2,74.0,60.5,94.4,8.22,10.0,2,2,86.8,0
STU0238,18,Female,5.18,76.3,91.9,51.9,49.2,73.9,69.6,5.1,6.6,0,4,25.8,1
STU0239,18,Male,6.95,82.3,89.0,60.6,98.8,74.9,81.3,6.93,6.6,0,3,56.9,0
STU0240,18,Male,9.13,96.6,70.0,80.2,77.4,44.5,93.8,9.76,5.6,1,0,100.0,0
STU0241,22,Female,5.6,92.1,65.9,55.5,60.8,83.9,87.5,7.24,7.2,2,4,81.7,0
STU0242,19,Female,5.99,60.9,80.3,66.6,54.6,86.4,50.9,5.01,8.0,1,2,83.5,0
STU0243,25,Female,7.42,86.1,89.9,68.0,66.1,43.5,78.7,7.35,9.0,1,2,93.5,0
STU0244,20,Female,7.02,95.3,71.4,58.5,79.0,49.3,84.8,6.19,4.5,1,2,70.3,0
STU0245,17,Female,7.22,83.0,92.0,55.1,67.5,87.6,85.4,8.33,6.6,1,3,85.9,0
