Student_ID,Age,Gender,GPA,Attendance,Assignment_Completion,Exam_Performance,Engagement_Score,Participation_Score,Behavioral_Score,Previous_Academic_Performance,Course_Satisfaction,Failed_Subjects,Assignments_Missed,LMS_Activity,Churn
STU1032,18,Non-Binary,2.83,71.6,62.7,65.2,70.5,75,72,65.9,3,0,4,188,0
STU1033,18,Female,3.36,89.5,96.9,80.0,85.2,81,78,80.7,5,0,0,155,0
STU1034,20,Non-Binary,1.77,22.1,26.5,51.2,23.3,23,20,52.6,3,1,7,61,1
STU1035,20,Female,2.28,39.2,40.0,52.7,39.1,40,36,59.1,2,0,6,99,1
STU1036,24,Female,3.19,67.6,65.4,66.9,66.2,59,78,78.8,4,0,3,152,0
STU1037,19,Female,3.24,78.0,79.7,72.1,74.7,69,78,82.3,4,0,2,146,1
STU1038,21,Male,2.71,39.8,46.8,68.1,40.9,44,38,50.1,2,0,5,69,1
STU1039,21,Male,3.16,68.6,80.4,78.6,70.6,69,73,70.9,4,0,2,129,0
STU1040,24,Male,2.64,34.9,47.1,65.5,41.1,45,40,66.7,2,0,5,96,0
STU1041,23,Female,3.0,73.3,76.3,78.8,65.6,42,68,80.7,3,0,2,148,1
STU1042,23,Male,3.33,91.0,89.6,77.1,84.7,78,75,78.4,4,0,1,204,0
STU1043,24,Male,3.18,62.4,63.6,87.3,60.1,44,73,68.9,3,0,4,144,1
STU1044,23,Female,2.6,56.3,60.5,67.1,53.8,52,59,56.9,3,0,4,64,1
STU1045,20,Female,3.34,76.7,80.8,63.3,77.1,67,93,84.3,4,0,2,164,0
STU1046,21,Female,3.73,86.1,96.6,97.9,90.2,85,93,84.8,5,0,0,231,0
STU1047,24,Male,2.95,49.5,66.4,65.3,55.8,49,59,69.9,3,0,3,142,1
STU1048,21,Female,2.98,77.9,76.3,64.4,74.3,72,71,74.9,2,0,2,171,1
STU1049,18,Non-Binary,3.5,77.1,94.3,85.1,78.0,77,71,61.2,4,0,1,132,0
STU1050,20,Female,3.18,80.0,89.4,64.5,81.7,83,78,88.8,4,0,1,176,0
STU1051,22,Male,3.39,79.8,79.0,75.4,75.2,70,68,74.1,4,0,2,182,0
STU1052,20,Male,3.41,77.6,89.6,89.4,78.4,70,84,81.3,5,0,1,153,0
STU1053,24,Female,3.51,77.2,90.7,85.6,80.1,69,92,69.8,4,0,1,167,0
STU1054,22,Male,2.83,72.1,68.4,72.1,68.3,60,67,64.5,4,0,3,188,1
STU1055,18,Male,3.31,73.6,87.5,73.9,73.4,59,83,86.2,3,0,1,131,0
STU1056,24,Male,3.4,80.6,89.2,70.6,73.1,49,75,66.0,4,0,1,139,0
STU1057,19,Female,3.6,95.8,100.0,88.4,89.8,71,90,91.5,5,0,0,210,0
STU1058,21,Female,2.9,76.6,73.2,74.4,68.1,51,66,67.0,3,0,3,169,0
STU1059,18,Male,2.32,23.8,21.0,61.3,27.8,44,20,60.1,2,0,8,89,1
STU1060,21,Male,2.54,48.5,32.3,62.1,44.2,51,43,65.9,2,0,7,122,1
STU1061,23,Female,3.15,90.2,94.8,68.5,86.2,77,89,77.2,4,0,1,168,0
STU1062,19,Female,3.12,80.9,83.9,88.3,78.1,64,87,67.5,4,0,2,176,0
STU1063,19,Male,2.72,60.8,56.3,67.7,57.7,58,65,62.6,3,0,4,101,0
STU1064,18,Female,3.54,80.6,79.9,81.8,75.7,63,84,72.1,4,0,2,159,0
STU1065,19,Male,3.62,88.5,78.0,83.6,80.6,79,74,87.5,3,0,2,192,0
STU1066,22,Male,3.42,71.4,81.0,81.1,72.1,67,76,91.7,5,0,2,140,0
STU1067,19,Male,2.97,62.3,58.4,76.8,62.0,50,73,57.6,4,0,4,194,1
STU1068,21,Male,3.09,58.7,83.5,74.1,61.2,47,68,67.6,4,0,2,78,1
STU1069,21,Female,3.2,84.8,83.4,80.6,83.9,84,96,73.9,5,0,2,159,1
STU1070,24,Male,2.6,48.7,42.6,63.1,47.9,49,63,63.8,2,0,6,84,1
STU1071,21,Male,3.41,87.1,83.8,79.3,79.0,68,80,85.8,4,0,2,159,0
STU1072,24,Female,2.41,55.7,44.4,61.9,48.9,50,46,57.5,2,0,6,104,1
STU1073,21,Female,2.63,51.4,55.3,66.5,47.5,41,46,61.0,3,0,4,79,0
STU1074,22,Non-Binary,3.88,96.1,92.7,89.3,88.6,82,78,97.2,4,0,1,212,0
STU1075,24,Male,3.05,61.3,70.4,67.6,62.7,66,59,76.7,3,0,3,117,0
STU1076,20,Female,3.0,57.9,55.7,73.1,57.3,55,66,74.8,2,0,4,128,1
STU1077,23,Non-Binary,1.86,30.3,41.4,46.4,37.0,60,20,47.8,2,1,6,64,1
STU1078,18,Non-Binary,2.94,48.8,54.9,66.4,48.9,53,42,76.6,2,0,5,91,1
STU1079,21,Male,3.56,94.2,94.4,78.3,91.0,83,89,78.2,4,0,1,231,0
STU1080,19,Male,3.2,83.0,95.6,77.9,80.7,64,76,69.7,5,0,0,192,0
STU1081,21,Female,2.97,68.9,76.5,73.6,65.6,61,65,75.6,4,0,2,97,0
STU1082,19,Female,2.65,61.7,85.3,61.1,62.7,50,64,52.3,3,0,1,82,0
STU1083,23,Male,2.22,24.6,21.3,50.4,22.1,11,24,55.3,2,0,8,90,1
STU1084,23,Male,2.78,59.6,60.2,61.2,58.6,66,53,64.2,3,0,4,114,1
STU1085,23,Male,2.7,60.0,72.5,66.7,58.4,52,56,54.9,3,0,3,87,1
STU1086,19,Female,2.94,69.8,57.5,64.9,64.2,56,72,63.2,2,0,4,172,0
STU1087,21,Male,3.24,62.8,73.3,89.7,65.8,61,73,75.3,3,0,3,137,0
STU1088,23,Male,3.37,83.4,86.9,76.7,80.1,79,70,86.0,5,0,1,176,0
STU1089,22,Male,2.88,81.1,74.0,53.8,72.2,69,54,63.9,3,0,3,186,1
STU1090,24,Male,2.74,54.2,43.3,65.1,49.9,53,59,74.0,3,0,6,85,1
STU1091,19,Male,3.35,97.3,91.9,78.3,88.7,91,81,78.8,5,0,1,154,0
STU1092,19,Male,2.65,76.3,58.0,70.0,68.8,65,70,72.8,4,0,4,197,0
STU1093,21,Female,3.7,91.4,87.5,88.1,82.8,82,74,81.5,4,0,1,149,0
STU1094,19,Male,3.55,91.7,96.7,78.1,85.3,63,99,82.2,5,0,0,155,0
STU1095,19,Non-Binary,3.02,71.3,67.5,69.7,66.8,52,88,74.0,4,0,3,123,0
STU1096,23,Female,3.2,73.4,84.5,77.4,77.1,72,76,73.9,5,0,2,204,0
STU1097,21,Female,3.57,80.0,93.3,70.6,78.0,58,80,89.6,3,0,1,176,0
STU1098,23,Male,4.0,98.8,100.0,100.0,94.7,87,92,76.5,5,0,0,222,0
STU1099,24,Female,2.52,38.5,40.3,55.5,40.3,40,46,77.9,1,0,6,94,1
STU1100,24,Non-Binary,2.4,55.6,37.0,66.3,48.2,50,54,64.4,1,0,6,105,1
STU1101,23,Female,3.5,94.9,89.3,84.4,88.2,73,97,80.3,4,0,1,207,0
STU1102,24,Female,2.78,53.9,52.8,69.9,52.1,62,48,62.5,3,0,5,78,0
STU1103,21,Male,2.44,62.7,55.5,65.6,61.4,76,62,53.2,4,0,4,105,0
STU1104,18,Female,3.21,74.4,73.3,79.1,71.6,70,67,79.9,5,0,3,172,0
STU1105,23,Female,3.56,89.2,100.0,87.4,85.8,81,80,89.7,5,0,0,147,0
STU1106,22,Male,3.55,87.5,74.3,82.1,77.4,69,79,81.4,4,0,3,173,0
STU1107,22,Male,2.66,38.9,53.4,65.8,40.0,30,37,71.6,2,0,5,86,1
STU1108,19,Female,3.38,81.8,88.9,75.8,80.8,72,90,72.6,3,0,1,154,0
STU1109,24,Male,3.39,76.7,78.8,77.5,69.1,59,68,71.6,3,0,2,109,0
STU1110,22,Male,3.65,85.2,79.5,97.1,75.6,57,83,97.3,4,0,2,158,0
STU1111,19,Male,3.42,89.8,82.8,75.4,83.1,86,79,84.0,5,0,2,161,0
STU1112,18,Female,3.41,85.5,72.5,80.9,79.5,83,80,89.4,3,0,3,178,0
STU1113,21,Male,2.84,74.9,88.6,68.2,73.5,59,72,61.7,4,0,1,158,0
STU1114,21,Non-Binary,2.87,72.2,84.5,66.3,72.3,68,64,61.8,4,0,2,159,1
STU1115,21,Male,3.28,90.7,79.4,80.2,84.6,89,87,74.4,4,0,2,166,0
STU1116,22,Male,2.81,63.2,58.8,70.4,60.6,61,59,61.2,3,0,4,147,1
STU1117,18,Female,2.16,40.4,43.9,47.0,38.2,31,45,58.3,2,2,6,54,1
STU1118,22,Female,2.58,51.6,49.2,62.4,47.3,49,47,56.9,3,0,5,67,1
STU1119,24,Male,3.23,89.2,73.9,69.6,78.8,91,70,67.6,4,0,3,122,0
STU1120,22,Male,3.6,86.5,81.2,88.9,81.9,78,90,84.6,4,0,2,163,0
STU1121,18,Male,2.98,64.7,80.3,71.6,68.5,66,74,61.6,3,0,2,118,0
STU1122,18,Female,1.53,15.1,20.0,39.2,21.0,29,20,35.0,1,1,8,67,1
STU1123,24,Male,3.07,72.9,71.6,76.5,67.2,57,71,73.4,3,0,3,135,0
STU1124,18,Male,3.21,80.9,71.7,74.0,74.5,65,83,63.2,3,0,3,172,0
STU1125,18,Male,3.43,94.2,98.9,85.9,91.4,84,88,85.5,5,0,0,210,0
STU1126,21,Female,2.72,52.2,53.1,59.1,52.3,60,50,55.4,3,0,5,97,1
STU1127,24,Non-Binary,2.62,58.2,52.3,71.1,57.9,67,58,47.3,3,0,5,132,0
STU1128,20,Female,2.97,67.9,57.5,67.0,61.1,54,59,68.3,4,0,4,167,0
STU1129,20,Female,3.8,76.5,87.7,78.4,77.2,73,84,88.8,4,0,1,127,0
STU1130,18,Male,2.97,85.4,72.6,68.4,79.7,87,77,73.8,3,0,3,174,0
STU1131,20,Male,3.0,75.3,79.3,68.3,69.7,58,68,72.2,3,0,2,138,0
STU1132,20,Male,2.74,64.3,47.1,63.3,59.8,75,63,58.1,4,0,5,106,1
STU1133,18,Female,3.08,73.5,79.2,74.1,72.6,83,64,77.7,3,0,2,114,0
STU1134,20,Male,3.87,93.4,100.0,96.7,94.3,100,100,96.0,5,0,0,158,0
STU1135,22,Male,3.0,56.6,65.4,69.8,60.3,57,71,62.6,3,0,3,123,1
STU1136,19,Non-Binary,3.55,87.3,86.0,79.0,81.8,78,87,81.3,4,0,1,137,0
STU1137,24,Female,3.42,81.7,94.4,73.5,83.1,80,86,77.9,5,0,1,153,0
STU1138,19,Female,2.83,63.1,81.6,64.5,69.4,67,70,69.0,3,0,2,154,0
STU1139,18,Female,2.81,67.8,65.2,55.5,66.7,74,61,65.6,3,0,3,153,0
STU1140,21,Female,2.73,46.8,43.2,60.7,46.9,56,48,64.9,2,0,6,91,1
STU1141,24,Male,2.74,52.7,53.9,72.7,52.5,51,45,70.0,2,0,5,157,1
STU1142,18,Female,3.52,76.3,72.5,77.5,77.0,81,77,74.1,4,0,3,205,1
STU1143,21,Female,3.43,88.4,83.4,84.2,81.3,66,90,85.2,4,0,2,180,0
STU1144,19,Male,2.92,80.0,75.7,61.9,72.2,71,73,77.3,4,0,2,102,0
STU1145,18,Male,3.49,89.5,100.0,92.4,91.2,93,84,92.7,5,0,0,203,0
STU1146,24,Female,3.5,91.3,97.5,93.0,81.9,66,79,66.5,4,0,0,127,0
STU1147,24,Female,3.14,66.7,62.9,77.6,65.2,55,76,72.7,2,0,4,177,1
STU1148,23,Male,3.35,80.9,61.3,90.6,73.1,78,68,64.6,3,0,4,193,0
STU1149,22,Female,2.71,65.2,52.8,66.8,61.7,65,58,47.9,3,0,5,182,1
STU1150,20,Female,2.91,74.7,78.7,73.6,71.7,59,76,70.1,4,0,2,161,0
STU1151,21,Female,2.89,70.9,53.9,76.2,62.2,60,66,65.9,4,0,5,139,0
STU1152,23,Female,3.56,82.1,84.4,84.4,77.1,61,86,84.9,4,0,2,157,0
STU1153,20,Male,2.55,54.5,46.0,51.8,51.8,63,48,65.0,2,0,5,104,0
STU1154,20,Female,3.21,74.3,75.0,80.4,70.4,64,63,84.1,4,0,2,178,0
STU1155,18,Male,3.26,72.5,73.0,73.9,72.5,84,60,76.8,4,0,3,168,0
STU1156,20,Male,3.73,95.6,96.6,84.7,90.3,83,87,100.0,5,0,0,195,1
STU1157,22,Female,3.53,80.9,77.7,84.4,73.8,69,69,84.3,4,0,2,148,0
STU1158,24,Female,3.48,74.9,71.5,85.0,72.3,64,69,94.0,4,0,3,221,0
STU1159,23,Female,3.06,76.2,70.4,73.2,73.2,66,82,55.9,4,0,3,180,0
STU1160,20,Male,2.84,81.0,84.9,71.3,76.6,73,76,77.1,3,0,2,126,0
STU1161,18,Female,3.28,81.5,87.9,72.9,83.5,97,77,75.6,4,0,1,154,0
STU1162,22,Female,2.98,68.8,59.0,70.3,63.7,60,64,56.9,4,0,4,167,0
STU1163,19,Male,2.65,56.4,56.0,68.4,53.0,51,52,66.6,2,0,4,102,0
STU1164,24,Female,2.91,43.2,44.8,79.7,44.2,46,44,67.0,1,0,6,107,1
STU1165,24,Female,3.45,84.4,85.9,93.7,84.5,85,86,84.5,4,0,1,196,0
STU1166,23,Female,2.73,53.7,55.0,67.7,47.9,38,61,72.4,3,0,4,32,1
STU1167,24,Female,2.95,62.1,58.9,74.9,61.3,63,68,59.5,3,0,4,129,0
STU1168,20,Male,3.05,72.0,74.2,84.0,70.5,57,87,79.2,4,0,3,148,0
STU1169,18,Female,3.03,84.8,89.7,67.6,83.4,80,87,71.7,5,0,1,162,1
STU1170,24,Male,3.11,71.3,72.4,77.2,70.8,60,87,82.8,3,0,3,156,0
STU1171,24,Female,3.43,61.1,65.1,85.1,55.7,35,55,78.6,3,0,3,146,1
STU1172,19,Male,2.43,45.9,53.8,67.1,51.4,51,65,55.7,3,0,5,106,1
STU1173,19,Female,2.69,75.2,60.4,57.4,67.4,71,65,64.7,3,0,4,146,0
STU1174,21,Female,3.58,75.4,82.9,78.1,73.6,62,73,83.9,4,0,2,172,0
STU1175,22,Non-Binary,2.87,55.0,57.7,68.3,53.2,47,54,63.6,3,0,4,120,1
STU1176,20,Male,2.92,68.1,59.2,71.5,60.0,50,62,65.8,3,0,4,137,0
STU1177,24,Male,3.59,80.5,86.9,90.7,79.0,79,80,74.8,4,0,1,132,0
STU1178,24,Female,2.85,69.9,66.7,70.8,65.8,73,62,64.8,4,0,3,107,0
STU1179,18,Female,2.73,58.5,56.4,64.2,54.3,47,64,70.1,2,0,4,92,0
STU1180,21,Female,2.78,50.4,46.3,68.7,47.2,45,45,65.4,2,0,5,118,0
STU1181,22,Male,3.73,81.0,83.4,88.9,78.5,71,84,93.4,4,0,2,164,0
STU1182,21,Female,3.17,83.9,77.6,85.2,82.8,96,91,73.3,4,0,2,134,0
STU1183,23,Male,3.68,84.6,91.8,87.0,83.8,80,80,75.3,5,0,1,188,0
STU1184,22,Female,3.02,64.7,63.6,69.1,62.7,51,69,75.6,3,0,4,171,1
STU1185,24,Non-Binary,2.82,57.7,54.8,69.7,56.1,58,61,62.5,3,0,5,109,1
STU1186,24,Female,3.27,80.6,86.6,78.1,76.9,58,97,75.0,4,0,1,122,0
STU1187,22,Male,2.97,80.4,77.8,60.9,76.0,78,73,79.0,3,0,2,147,0
STU1188,24,Female,3.38,68.6,76.2,79.3,73.5,80,75,70.9,3,0,2,165,0
STU1189,20,Female,3.3,84.8,92.6,77.0,84.9,91,71,78.5,5,0,1,186,0
STU1190,22,Male,2.78,70.8,60.1,62.9,64.9,72,62,66.1,3,0,4,124,0
STU1191,21,Female,3.23,66.5,75.4,82.3,67.6,56,70,80.7,4,0,2,178,0
STU1192,22,Female,3.6,92.3,80.6,79.5,84.4,67,96,89.6,4,0,2,220,0
STU1193,24,Non-Binary,3.36,86.9,96.3,81.7,80.3,62,76,80.4,4,0,0,158,1
STU1194,20,Male,3.61,89.3,100.0,83.5,82.3,49,95,81.3,5,0,0,162,0
STU1195,20,Female,3.13,57.0,64.0,74.5,58.5,62,58,77.0,3,0,4,108,0
STU1196,23,Female,3.12,69.4,52.1,76.1,59.2,63,50,82.9,3,0,5,132,1
STU1197,21,Female,2.91,62.2,70.7,61.2,65.9,68,65,68.9,3,0,3,156,0
STU1198,19,Male,3.18,54.6,72.6,76.1,64.2,68,73,72.9,3,0,3,129,0
STU1199,19,Female,2.15,25.2,22.8,66.0,26.5,34,20,55.9,1,3,8,87,1
STU1200,22,Female,3.79,88.6,88.3,79.0,84.7,78,84,87.9,4,0,1,196,0
