Student_ID,Age,Gender,GPA,Attendance,Assignment_Completion,Exam_Performance,Engagement_Score,Participation_Score,Behavioral_Score,Previous_Academic_Performance,Course_Satisfaction,Failed_Subjects,Assignments_Missed,LMS_Activity,Churn
STU25048,21,Female,5.15,59.7,54.4,46.8,3,3,2,5.64,5,0,5,3,0
STU25049,20,Male,4.77,29.9,32.4,55.3,2,2,2,5.05,1,2,7,1,0
STU25050,24,Male,6.69,75.7,73.5,62.9,4,4,4,6.31,4,0,3,5,0
STU25051,20,Male,5.92,75.8,67.2,67.5,3,4,4,5.91,3,0,3,4,1
STU25052,23,Female,6.29,67.6,75.4,61.9,3,3,3,6.42,3,0,2,4,0
STU25053,25,Male,4.03,41.6,55.1,39.8,2,2,3,4.05,2,4,4,2,1
STU25054,22,Female,7.63,71.1,87.4,76.2,4,4,5,6.7,1,0,1,4,1
STU25055,18,Female,7.01,82.2,82.5,67.8,4,5,4,7.09,2,0,2,5,0
STU25056,21,Non-Binary,5.98,70.7,65.0,61.8,3,4,4,5.64,3,0,4,3,1
STU25057,20,Female,5.68,52.1,46.1,65.1,3,2,3,5.69,4,0,5,2,1
STU25058,19,Male,8.07,97.9,100.0,71.0,5,5,5,6.93,3,0,0,5,1
STU25059,22,Female,4.57,41.3,51.1,44.8,2,2,3,4.33,2,3,5,2,0
STU25060,25,Male,8.8,87.7,79.8,85.8,5,5,4,9.34,1,0,2,4,0
STU25061,25,Female,4.2,55.9,59.5,40.8,2,2,3,4.77,5,2,4,3,1
STU25062,23,Female,5.6,64.0,67.5,64.3,3,3,3,5.23,3,0,3,4,0
STU25063,20,Male,9.61,91.0,100.0,91.1,5,5,5,9.23,5,0,0,4,1
STU25064,24,Female,6.21,47.1,34.3,56.3,3,2,2,6.32,5,0,7,1,0
STU25065,25,Male,6.8,91.8,76.9,77.2,4,4,4,6.26,5,0,2,4,0
STU25066,19,Male,5.58,47.5,55.5,52.7,3,2,3,5.09,4,0,4,2,0
STU25067,20,Female,7.99,80.5,89.7,84.2,4,4,5,8.09,5,0,1,5,1
STU25068,25,Male,5.78,72.0,75.7,62.0,3,4,4,5.05,3,0,2,4,1
STU25069,22,Female,6.0,75.3,84.0,59.4,3,4,4,6.97,2,0,2,3,1
STU25070,18,Male,7.79,86.1,82.7,85.0,4,4,4,7.48,3,0,2,4,0
STU25071,21,Female,5.7,61.0,65.8,65.5,3,2,3,5.66,3,0,3,3,0
STU25072,18,Male,8.11,82.0,75.2,82.0,5,4,3,8.64,1,0,2,5,0
STU25073,25,Female,6.55,69.7,75.6,67.2,3,3,4,6.38,4,0,2,3,0
STU25074,22,Female,7.09,77.9,88.5,66.3,4,2,5,7.59,4,0,1,3,0
STU25075,20,Female,4.37,41.7,24.1,46.5,2,2,1,4.07,4,2,8,2,1
STU25076,19,Female,4.6,35.6,49.4,43.1,2,2,3,4.74,4,2,5,3,1
STU25077,25,Male,9.21,80.2,74.6,90.2,5,5,4,9.17,5,0,3,4,0
STU25078,21,Female,9.69,89.4,79.7,94.7,5,4,4,9.93,1,0,2,5,0
STU25079,24,Female,5.94,64.7,71.2,55.2,3,3,3,5.96,1,0,3,3,1
STU25080,21,Male,5.89,58.5,60.7,55.6,3,4,3,5.53,4,0,4,3,1
STU25081,22,Male,6.62,85.2,84.4,69.5,4,4,4,6.21,4,0,2,5,0
STU25082,24,Male,7.69,77.6,56.2,85.4,4,4,3,7.65,3,0,4,4,0
STU25083,19,Female,7.49,83.6,90.8,76.3,4,4,4,8.05,4,0,1,5,0
STU25084,25,Female,5.88,79.3,74.7,62.9,4,4,4,7.5,4,0,3,4,0
STU25085,22,Female,2.88,38.0,37.4,35.4,1,2,2,2.45,5,2,6,2,1
STU25086,21,Female,8.4,81.8,67.8,81.7,4,5,3,7.83,4,0,3,5,0
STU25087,19,Female,5.93,64.7,60.4,59.6,3,3,4,5.34,2,0,4,2,1
STU25088,20,Female,7.04,69.6,75.3,78.3,3,4,4,6.74,3,0,2,4,0
STU25089,21,Female,8.19,97.6,100.0,89.6,5,5,5,8.26,1,0,0,5,0
STU25090,21,Female,7.27,80.9,85.9,74.9,4,3,4,7.79,3,0,1,3,1
STU25091,21,Female,8.54,94.5,100.0,84.7,5,4,5,8.86,5,0,0,5,0
STU25092,23,Female,8.15,78.6,75.3,100.0,4,3,5,8.46,2,0,2,3,1
STU25093,22,Male,4.87,55.6,58.5,50.2,3,3,2,5.44,3,1,4,4,1
STU25094,24,Female,8.39,92.1,100.0,84.5,5,3,4,8.09,2,0,0,5,0
STU25095,20,Male,8.74,83.9,77.6,90.7,5,5,3,8.36,4,0,2,4,1
STU25096,18,Male,7.99,94.3,93.2,82.4,5,4,5,7.99,2,0,1,5,0
STU25097,24,Male,7.17,74.7,73.9,73.5,4,4,4,7.61,3,0,3,3,0
STU25098,21,Male,8.02,88.6,93.1,87.8,4,4,5,7.3,4,0,1,5,0
STU25099,20,Male,4.74,29.8,25.8,49.9,2,1,1,4.43,3,2,7,2,1
STU25100,21,Female,7.31,82.4,81.6,78.6,4,4,3,7.75,3,0,2,5,0
STU25101,22,Female,6.06,73.2,56.0,60.1,3,3,4,5.11,3,0,4,5,0
STU25102,20,Male,2.08,47.8,56.9,31.7,1,4,3,1.0,4,2,4,3,1
STU25103,25,Female,7.8,77.2,85.4,77.6,4,3,4,7.87,4,0,1,2,0
STU25104,24,Male,7.48,87.1,85.7,74.5,5,4,5,7.41,4,0,1,3,0
STU25105,21,Female,7.84,78.4,66.7,74.2,4,4,3,7.71,3,0,3,3,0
STU25106,25,Female,3.02,52.6,62.9,30.5,2,3,4,2.83,5,2,4,3,1
STU25107,21,Female,8.89,91.4,89.0,97.3,5,5,5,8.89,3,0,1,4,0
STU25108,24,Female,6.99,92.7,88.5,67.9,4,4,5,6.18,3,0,1,5,0
STU25109,21,Male,3.07,41.1,29.1,38.1,2,2,2,3.1,4,4,7,2,0
STU25110,20,Male,5.67,54.9,46.0,60.7,3,4,2,5.35,3,0,5,2,1
STU25111,21,Female,7.79,75.0,58.1,74.0,4,3,3,7.06,4,0,4,4,0
STU25112,22,Male,7.85,75.1,75.2,74.7,4,3,4,7.88,3,0,2,3,0
STU25113,18,Female,6.34,68.4,91.5,64.0,3,3,4,6.19,2,0,1,3,1
STU25114,25,Male,7.77,70.7,64.5,84.9,4,4,4,8.02,4,0,4,4,0
STU25115,22,Female,5.59,52.7,57.3,56.5,3,3,3,5.75,5,0,4,3,1
STU25116,21,Male,4.64,67.6,54.1,46.1,2,3,3,4.31,4,4,5,4,1
STU25117,21,Male,5.86,64.9,72.5,57.2,3,3,4,5.81,2,0,3,2,1
STU25118,18,Male,5.9,58.6,52.4,69.0,3,3,3,6.02,1,0,5,3,1
STU25119,21,Female,8.6,96.7,94.1,96.7,5,5,5,8.35,4,0,1,5,0
STU25120,25,Female,6.57,60.6,57.5,65.5,3,2,2,6.89,2,0,4,2,0
STU25121,22,Male,5.06,49.9,63.0,62.4,2,2,3,4.82,2,0,4,2,1
STU25122,21,Female,8.2,78.9,74.2,90.8,4,4,3,8.36,5,0,3,4,1
STU25123,22,Male,4.31,36.2,32.3,41.0,2,2,2,4.68,5,1,7,2,1
STU25124,21,Female,5.06,66.7,56.8,62.3,3,2,4,6.02,5,0,4,4,1
STU25125,23,Non-Binary,7.99,79.8,83.2,75.6,4,4,5,8.38,3,0,2,5,0
STU25126,22,Female,5.15,48.6,59.8,53.0,3,2,2,4.68,1,0,4,2,1
STU25127,20,Male,7.47,70.7,69.4,74.9,4,3,3,7.98,4,0,3,3,0
STU25128,25,Female,6.62,69.6,69.6,63.3,3,3,4,6.45,5,0,3,4,1
STU25129,21,Female,7.66,78.7,85.5,75.1,4,4,5,6.69,1,0,1,5,0
STU25130,19,Male,8.97,93.8,93.3,92.0,5,5,4,8.93,5,0,1,5,0
STU25131,20,Female,5.55,79.3,61.4,61.1,3,3,3,6.06,4,0,4,4,1
STU25132,24,Non-Binary,6.17,55.0,52.1,64.9,3,3,3,6.98,3,0,5,3,0
STU25133,18,Female,7.1,87.4,89.6,72.8,4,4,4,7.58,3,0,1,4,0
STU25134,21,Female,7.7,75.1,74.1,76.6,4,3,3,7.02,2,0,3,4,0
STU25135,23,Female,6.43,67.3,76.3,71.5,4,4,4,6.54,3,0,2,3,0
STU25136,22,Male,4.18,40.9,41.3,44.4,2,2,1,4.28,4,3,6,3,0
STU25137,22,Female,9.57,65.9,56.6,90.1,5,3,4,9.36,2,0,4,4,0
STU25138,24,Male,9.7,84.3,78.5,89.5,5,4,5,9.81,5,0,2,4,0
STU25139,18,Non-Binary,9.81,91.8,97.8,91.2,5,5,5,9.67,3,0,0,4,0
STU25140,20,Male,5.28,62.2,66.0,66.5,3,3,3,6.0,3,0,3,3,1
STU25141,25,Male,5.75,68.7,75.1,67.6,3,3,3,5.76,3,0,2,4,0
STU25142,23,Female,8.77,89.0,85.3,83.6,5,5,4,8.3,1,0,1,4,0
STU25143,21,Female,3.99,36.3,30.2,40.3,2,2,2,3.58,3,1,7,2,1
STU25144,21,Female,7.96,91.2,81.8,83.9,4,5,4,8.19,4,0,2,5,0
STU25145,23,Male,5.05,59.6,48.4,46.7,3,3,2,5.56,3,0,5,4,0
STU25146,21,Female,6.4,70.8,57.0,57.4,4,4,3,6.45,3,0,4,3,0
STU25147,19,Female,4.79,69.5,67.4,43.9,3,4,3,4.98,3,1,3,4,0
STU25148,25,Female,5.11,42.4,45.4,52.9,2,3,2,4.93,4,0,5,3,1
STU25149,19,Non-Binary,5.49,56.3,49.1,60.0,3,3,1,5.82,3,0,5,2,1
STU25150,25,Female,5.99,67.6,59.2,65.1,3,3,3,6.57,3,0,4,5,0
STU25151,21,Male,5.0,56.6,58.0,56.5,3,3,3,5.38,4,0,4,3,0
STU25152,21,Male,4.32,36.3,42.0,46.5,2,2,3,4.04,4,2,6,2,1
STU25153,25,Female,6.65,56.3,55.7,69.0,3,3,3,6.57,5,0,4,3,0
STU25154,24,Female,7.23,77.0,69.6,76.3,4,4,4,7.49,3,0,3,4,0
STU25155,18,Female,8.15,87.3,79.8,82.0,4,4,5,7.77,5,0,2,5,0
STU25156,25,Non-Binary,5.98,63.6,77.4,63.9,3,2,4,5.53,4,0,2,4,1
STU25157,18,Female,2.71,23.2,24.5,31.3,1,1,1,3.09,3,4,8,1,1
STU25158,22,Female,6.41,70.2,88.3,62.2,3,3,5,6.53,2,0,1,3,1
STU25159,19,Female,7.17,88.6,100.0,74.1,4,4,5,7.4,5,0,0,5,1
STU25160,23,Female,4.86,50.3,52.0,57.1,2,3,3,5.05,3,3,5,4,1
STU25161,21,Male,4.67,41.1,35.2,54.0,2,2,2,4.88,1,2,6,2,0
STU25162,19,Male,6.56,55.5,43.1,60.3,4,3,2,5.96,4,0,6,3,0
STU25163,25,Male,5.99,81.9,85.9,58.6,3,4,3,6.62,3,0,1,4,0
STU25164,18,Female,6.79,82.1,65.3,72.5,4,4,4,6.29,3,0,3,5,0
STU25165,23,Female,7.25,62.6,49.0,75.8,4,3,2,6.58,5,0,5,3,0
STU25166,23,Female,6.06,56.9,58.9,54.5,3,3,4,6.82,4,0,4,2,0
STU25167,20,Male,4.65,35.4,22.3,53.6,2,2,1,4.27,2,3,8,2,0
STU25168,24,Male,5.64,77.9,89.4,60.9,3,3,4,5.01,3,0,1,5,1
STU25169,24,Female,7.36,86.8,87.3,75.4,4,5,4,6.18,5,0,1,5,1
STU25170,23,Female,7.23,77.8,86.4,80.5,4,4,4,6.57,4,0,1,5,0
STU25171,19,Female,10.0,80.0,79.1,100.0,5,4,5,9.81,4,0,2,3,0
STU25172,22,Female,5.97,76.6,84.1,64.5,3,4,4,5.57,1,0,2,3,0
STU25173,19,Female,5.71,54.8,61.7,52.8,3,2,3,5.54,1,0,4,4,0
STU25174,25,Male,8.18,75.2,75.1,72.5,4,4,5,7.83,3,0,2,4,0
STU25175,21,Male,5.57,64.7,55.2,53.9,3,4,3,5.94,1,0,4,3,0
STU25176,21,Female,8.02,85.9,85.6,75.4,4,5,4,7.79,3,0,1,3,1
STU25177,20,Female,6.93,67.7,73.5,72.6,4,4,3,6.14,1,0,3,3,0
STU25178,18,Male,4.42,40.7,33.3,51.0,2,2,1,4.37,4,1,7,1,1
STU25179,20,Female,8.62,70.5,67.9,91.2,5,3,3,7.28,2,0,3,5,0
STU25180,22,Male,3.4,64.6,67.6,38.9,2,4,4,2.88,4,2,3,4,0
STU25181,18,Male,5.54,58.9,60.5,54.7,3,3,3,5.65,3,0,4,4,1
STU25182,20,Female,7.38,65.9,65.9,84.1,4,4,3,7.38,2,0,3,3,1
STU25183,22,Female,3.8,64.7,71.0,40.8,2,2,3,3.75,3,1,3,3,1
STU25184,20,Male,8.26,70.5,77.5,85.0,4,4,4,9.07,1,0,2,4,0
STU25185,20,Female,7.63,66.8,69.1,85.8,4,3,4,7.95,3,0,3,4,0
STU25186,22,Female,8.06,66.8,71.9,91.2,4,3,4,8.11,3,0,3,4,0
STU25187,23,Female,5.36,57.7,64.0,61.2,3,3,3,5.21,2,0,4,4,0
STU25188,18,Male,5.67,81.3,92.3,57.1,3,5,5,6.18,1,0,1,3,1
STU25189,20,Female,7.58,96.7,100.0,79.4,4,5,4,7.58,3,0,0,5,1
STU25190,22,Male,7.55,78.4,81.1,70.5,4,4,4,8.39,3,0,2,3,0
STU25191,21,Male,9.57,98.7,81.5,86.1,5,5,4,9.91,3,0,2,5,0
STU25192,21,Male,7.06,83.9,77.6,82.1,4,4,4,7.31,3,0,2,5,0
STU25193,19,Male,5.96,64.2,63.2,66.2,3,3,3,5.9,2,0,4,3,0
STU25194,25,Male,6.98,68.1,72.3,71.5,4,3,3,7.85,3,0,3,3,0
STU25195,25,Female,6.29,55.2,56.1,70.5,3,2,3,6.45,4,0,4,2,0
STU25196,19,Male,7.97,77.9,81.6,74.3,4,3,5,7.65,4,0,2,4,0
STU25197,24,Male,7.04,79.8,72.3,66.9,4,4,4,7.1,5,0,3,4,0
STU25198,23,Female,7.79,82.7,80.0,79.5,4,4,3,8.81,3,0,2,4,1
STU25199,22,Female,7.47,81.0,81.2,70.5,4,5,4,7.58,1,0,2,5,0
STU25200,19,Male,5.12,65.2,66.1,59.7,3,4,3,5.35,2,0,3,3,0
