Student_ID,Age,Gender,GPA,Attendance,Assignment_Completion,Exam_Performance,Engagement_Score,Participation_Score,Behavioral_Score,Previous_Academic_Performance,Course_Satisfaction,Failed_Subjects,Assignments_Missed,LMS_Activity,Churn
STU26104,18,Female,7.35,93.8,90.1,67.5,5,5,4,7.18,3,0,1,5,0
STU26105,21,Female,4.05,59.5,50.5,47.8,2,3,2,4.15,2,2,5,3,1
STU26106,20,Male,9.43,88.6,88.5,91.8,5,4,4,9.26,3,0,1,5,0
STU26107,20,Female,6.11,48.9,46.7,62.3,3,3,2,6.29,3,0,5,2,0
STU26108,20,Female,6.92,85.1,80.9,64.0,4,4,5,6.33,3,0,2,5,0
STU26109,25,Male,5.78,56.9,60.3,75.2,3,2,3,6.32,4,0,4,2,0
STU26110,19,Female,5.87,63.3,49.6,62.9,3,4,2,5.94,4,0,5,2,1
STU26111,20,Male,7.1,58.1,63.0,68.0,3,4,3,7.21,3,0,4,3,1
STU26112,18,Non-Binary,6.12,65.5,64.3,54.9,3,4,3,7.11,2,0,4,2,1
STU26113,19,Female,6.59,82.5,90.0,76.8,4,4,5,7.06,3,0,1,4,1
STU26114,21,Female,8.45,69.6,81.2,87.7,4,2,5,8.55,3,0,2,4,0
STU26115,23,Male,8.58,93.2,85.4,79.5,5,4,3,8.49,4,0,1,5,0
STU26116,19,Male,8.3,89.4,82.3,83.1,5,4,4,8.14,4,0,2,5,0
STU26117,19,Male,7.63,66.3,69.5,77.4,4,3,4,8.09,2,0,3,3,1
STU26118,21,Female,4.99,57.9,49.4,47.2,3,4,3,4.59,5,1,5,2,1
STU26119,21,Male,7.81,68.5,66.2,80.7,4,4,3,8.12,3,0,3,3,1
STU26120,23,Female,4.6,51.9,54.9,38.4,2,2,3,4.92,3,2,5,2,1
STU26121,24,Female,7.76,89.4,100.0,77.5,4,4,5,7.96,3,0,0,4,1
STU26122,25,Female,8.34,83.1,81.0,88.8,4,4,5,8.07,5,0,2,4,1
STU26123,21,Male,8.77,93.7,95.9,88.3,5,5,5,8.49,5,0,0,5,0
STU26124,18,Male,5.75,66.6,69.7,61.4,3,3,3,6.15,1,0,3,5,0
STU26125,25,Female,6.06,73.4,76.2,56.5,3,4,4,6.03,4,0,2,3,0
STU26126,20,Female,7.36,83.2,72.4,64.9,4,3,3,8.17,4,0,3,4,1
STU26127,23,Male,7.21,72.3,70.5,79.2,4,4,4,7.23,3,0,3,3,0
STU26128,24,Male,7.26,82.5,86.9,68.3,4,3,4,7.43,2,0,1,4,0
STU26129,21,Female,7.31,89.8,85.3,80.8,4,5,3,7.21,2,0,1,4,0
STU26130,18,Male,8.5,83.1,72.9,76.8,4,5,4,8.55,2,0,3,5,0
STU26131,21,Female,7.24,73.7,79.6,67.0,4,4,5,6.5,3,0,2,5,0
STU26132,22,Female,4.69,51.5,42.8,47.1,2,1,1,5.08,2,1,6,1,0
STU26133,20,Male,6.56,64.2,56.7,77.6,3,4,2,7.17,2,0,4,3,0
STU26134,25,Male,8.69,91.2,100.0,83.1,5,4,5,8.13,5,0,0,5,0
STU26135,24,Female,5.48,57.4,48.9,50.7,3,2,2,5.56,3,0,5,1,0
STU26136,24,Male,8.6,69.0,64.5,90.4,5,4,3,8.97,3,0,4,2,0
STU26137,21,Male,5.35,62.2,58.8,54.7,3,3,2,4.25,3,0,4,4,1
STU26138,24,Male,4.74,51.2,30.6,45.0,2,3,1,4.26,3,2,7,3,1
STU26139,25,Male,3.46,22.6,20.0,41.5,1,1,1,3.3,2,2,8,1,1
STU26140,23,Male,7.23,86.5,88.0,81.5,4,4,4,7.68,1,0,1,4,0
STU26141,21,Female,4.8,51.6,59.2,54.0,2,2,3,5.05,4,2,4,1,1
STU26142,19,Female,7.05,76.9,73.1,78.6,4,3,3,7.06,2,0,3,4,0
STU26143,21,Female,7.53,67.2,69.4,76.7,4,4,4,7.1,3,0,3,4,0
STU26144,22,Female,7.38,68.8,68.7,71.0,4,2,3,6.41,1,0,3,4,0
STU26145,22,Male,5.59,75.4,61.8,61.7,3,3,2,4.08,1,0,4,4,1
STU26146,24,Male,6.71,78.4,76.2,70.9,4,4,4,6.81,5,0,2,4,0
STU26147,18,Female,5.69,64.5,73.7,61.5,3,5,3,5.43,3,0,3,3,1
STU26148,20,Female,6.15,89.3,100.0,54.3,3,4,5,5.92,1,0,0,4,1
STU26149,20,Female,6.98,87.2,87.0,74.1,4,5,4,7.01,1,0,1,5,0
STU26150,20,Male,6.57,68.8,66.3,71.4,4,4,3,7.16,4,0,3,5,0
STU26151,21,Male,8.51,82.7,83.3,81.3,5,5,3,8.38,2,0,2,4,1
STU26152,19,Male,7.53,70.5,75.8,77.9,4,4,4,7.66,2,0,2,3,0
STU26153,22,Female,5.07,44.8,44.7,65.1,3,2,2,4.58,2,0,6,3,0
STU26154,22,Female,3.32,37.1,38.4,38.7,2,3,2,3.09,3,4,6,1,1
STU26155,19,Female,4.44,49.8,55.7,41.4,2,3,2,5.22,2,1,4,4,1
STU26156,25,Female,5.61,45.0,70.9,56.5,3,3,3,5.79,3,0,3,3,1
STU26157,22,Male,6.98,75.7,62.8,84.9,4,4,4,6.89,4,0,4,5,1
STU26158,18,Female,6.71,58.0,54.7,62.1,3,2,4,6.53,3,0,5,4,0
STU26159,21,Male,2.92,46.6,28.8,30.0,2,2,2,2.47,2,4,7,2,1
STU26160,19,Female,8.79,91.6,100.0,92.6,5,5,5,8.55,4,0,0,5,0
STU26161,25,Female,8.49,85.5,90.6,79.9,5,4,5,8.94,5,0,1,5,0
STU26162,19,Male,8.03,75.9,80.8,78.9,4,5,5,8.1,5,0,2,3,0
STU26163,25,Female,5.45,82.1,71.7,52.7,3,4,3,5.59,2,0,3,5,1
STU26164,21,Male,8.65,73.6,68.7,88.7,4,3,3,9.97,4,0,3,4,0
STU26165,24,Female,7.66,72.3,68.8,72.0,4,3,3,7.34,4,0,3,5,1
STU26166,24,Male,8.01,88.7,82.2,84.3,4,4,5,8.74,3,0,2,5,0
STU26167,24,Female,3.84,48.6,54.2,42.6,2,2,3,3.57,2,1,5,2,0
STU26168,25,Male,5.16,42.3,43.6,59.9,3,2,2,5.15,1,0,6,3,0
STU26169,18,Female,8.18,75.6,74.2,78.1,4,4,3,7.47,4,0,3,4,0
STU26170,23,Female,9.28,93.4,94.2,92.5,5,4,4,8.76,3,0,1,4,0
STU26171,18,Female,6.07,68.1,72.7,59.0,3,4,5,5.92,3,0,3,4,1
STU26172,19,Female,5.14,69.8,62.2,49.1,3,3,4,5.38,3,0,4,4,1
STU26173,24,Male,9.02,92.0,81.2,95.1,5,5,4,10.0,4,0,2,4,0
STU26174,22,Male,9.23,82.1,97.8,93.5,5,5,5,9.11,3,0,0,5,0
STU26175,18,Female,7.98,98.3,100.0,84.0,5,4,5,8.22,1,0,0,4,1
STU26176,21,Male,5.77,57.0,45.4,58.7,3,3,2,6.2,2,0,5,3,0
STU26177,25,Female,8.08,78.4,74.1,90.8,4,3,4,8.21,3,0,3,4,0
STU26178,21,Female,7.79,74.7,71.8,73.6,4,4,3,8.27,1,0,3,4,0
STU26179,25,Female,7.97,75.4,66.6,85.3,4,3,3,7.05,3,0,3,4,0
STU26180,22,Male,5.65,67.5,63.2,65.9,3,4,4,5.2,4,0,4,4,1
STU26181,22,Male,5.04,71.6,91.7,52.1,3,4,4,5.07,3,0,1,4,1
STU26182,21,Female,5.96,52.9,60.4,61.7,3,2,3,6.23,2,0,4,3,1
STU26183,23,Male,6.17,71.9,78.3,75.2,3,4,4,6.15,3,0,2,4,0
STU26184,18,Female,8.58,78.4,78.0,77.7,5,3,5,7.78,3,0,2,4,0
STU26185,24,Male,3.95,51.5,54.1,36.5,2,2,3,4.22,2,4,5,2,1
STU26186,19,Female,4.11,54.6,42.7,44.2,2,2,3,3.88,2,1,6,4,1
STU26187,22,Male,8.65,93.0,100.0,83.6,5,5,5,8.39,4,0,0,5,0
STU26188,18,Female,7.08,64.7,56.7,70.4,3,4,3,6.87,4,0,4,3,0
STU26189,18,Female,4.97,35.6,34.7,46.4,2,2,1,4.24,2,1,7,2,1
STU26190,21,Female,7.61,82.5,79.5,79.5,4,4,4,7.58,2,0,2,4,0
STU26191,23,Female,8.01,70.6,75.4,87.0,4,3,5,7.95,3,0,2,4,0
STU26192,25,Male,6.92,84.2,75.6,68.2,4,4,3,7.15,1,0,2,4,0
STU26193,20,Male,6.15,67.7,62.4,64.9,3,4,3,5.89,4,0,4,2,0
STU26194,21,Male,4.98,81.2,74.4,49.3,3,3,3,5.38,2,1,3,4,1
STU26195,25,Female,4.93,47.3,37.0,43.8,3,3,2,4.14,4,4,6,2,1
STU26196,18,Male,8.07,71.3,71.4,85.5,4,5,3,8.07,2,0,3,3,0
STU26197,22,Non-Binary,8.3,76.3,88.3,85.7,4,5,4,7.73,4,0,1,5,1
STU26198,25,Female,7.98,78.8,92.5,79.9,4,4,5,7.42,4,0,1,4,0
STU26199,21,Male,7.72,87.6,93.8,75.7,4,5,5,7.82,2,0,1,4,0
STU26200,25,Female,4.93,67.3,74.2,46.5,3,2,3,4.8,5,1,3,3,1
