Student_ID,Age,Gender,GPA,Attendance,Assignment_Completion,Exam_Performance,Engagement_Score,Participation_Score,Behavioral_Score,Previous_Academic_Performance,Course_Satisfaction,Failed_Subjects,Assignments_Missed,LMS_Activity,Churn
S046,21,Female,9.9,92.5,61.3,64.8,54.6,79.6,52.0,47.5,1,4,4,75.8,1
S047,19,Female,5.51,55.6,60.6,71.3,57.1,97.6,58.9,92.4,1,0,6,59.3,1
S048,17,Male,5.75,80.3,61.7,99.7,42.7,83.5,78.3,88.5,2,4,6,56.0,1
S049,24,Female,9.3,99.6,61.8,79.2,74.6,81.8,97.1,56.4,2,2,1,32.6,1
S050,19,Male,5.78,73.4,82.9,70.8,37.1,50.2,60.5,92.3,1,1,4,83.0,1
S051,20,Female,5.57,65.1,53.2,59.6,44.2,34.2,88.6,77.7,5,2,7,29.9,1
S052,21,Female,9.71,77.5,72.2,49.4,37.6,60.2,62.7,58.8,1,1,0,100.0,1
S053,21,Male,8.82,62.9,73.5,69.3,53.1,99.8,69.0,89.8,1,3,5,52.7,1
S054,22,Male,9.29,69.8,83.2,60.9,96.4,86.9,75.3,70.0,3,2,5,29.3,0
S055,17,Female,7.07,63.4,64.9,86.6,75.7,83.2,56.2,75.2,3,3,7,29.7,1
S056,20,Male,6.55,55.6,67.4,57.4,89.7,37.9,97.1,80.6,2,3,4,60.7,1
S057,21,Female,9.17,99.1,58.4,75.3,59.9,94.5,73.0,93.4,1,2,6,47.2,1
S058,21,Male,6.41,68.4,77.3,99.9,66.8,40.4,74.6,64.0,5,4,6,56.4,1
S059,22,Male,9.9,65.7,66.1,92.1,61.7,52.3,71.0,95.2,4,3,2,59.6,1
S060,22,Male,9.37,74.8,73.9,70.1,82.0,58.7,81.0,53.5,4,2,5,69.9,0
S061,23,Male,9.26,93.4,92.3,65.9,55.6,80.3,86.8,93.0,1,4,1,38.8,0
S062,21,Male,8.73,74.5,50.4,79.9,91.7,61.1,83.2,94.7,1,2,0,43.5,1
S063,22,Female,5.73,78.9,76.1,88.6,46.0,35.5,92.9,79.1,2,3,2,38.6,1
S064,21,Female,6.28,55.4,89.3,94.6,79.0,41.1,69.3,64.0,5,2,6,75.2,1
S065,24,Female,6.0,72.3,71.6,58.0,72.2,70.2,99.6,61.2,4,2,0,65.3,1
S066,17,Female,9.16,95.6,87.7,57.7,87.1,45.3,55.5,58.8,2,0,0,44.7,1
S067,22,Male,5.45,68.3,86.1,54.7,43.6,67.8,98.4,74.2,3,1,4,93.1,1
S068,24,Female,8.73,70.2,51.3,98.0,44.1,97.7,92.3,84.8,4,4,5,27.2,1
S069,23,Male,6.32,60.6,65.3,86.2,52.0,56.7,80.1,65.4,2,3,0,69.6,1
S070,22,Male,8.24,83.6,70.5,83.6,77.2,38.2,47.5,47.0,4,0,1,38.8,0
S071,19,Female,7.27,85.2,85.9,97.0,62.2,82.0,53.5,67.8,1,3,6,95.1,1
S072,22,Male,7.22,97.8,92.0,50.5,79.6,68.1,98.8,64.7,4,2,3,97.5,0
S073,24,Male,8.31,83.9,77.8,46.2,86.1,47.0,51.9,76.1,1,4,3,66.9,1
S074,20,Female,8.87,90.5,77.8,60.3,99.0,99.1,74.7,88.9,1,0,2,21.2,0
S075,20,Female,5.08,66.9,52.0,68.2,42.4,34.4,69.7,64.9,5,0,7,60.3,1
S076,17,Female,7.29,98.4,48.3,71.3,61.1,78.0,72.0,95.0,1,0,5,68.7,1
S077,21,Female,6.9,81.9,61.2,72.8,63.0,85.5,51.3,81.0,5,1,6,56.1,0
S078,20,Female,6.69,75.4,67.9,50.2,62.7,76.6,65.6,53.4,4,0,1,86.5,0
S079,18,Female,5.48,88.2,89.6,75.6,73.1,69.3,63.1,51.7,3,3,0,97.5,0
S080,22,Male,7.89,64.6,81.1,57.3,42.0,89.2,65.2,86.9,5,1,6,87.6,1
S081,17,Female,5.14,67.3,86.9,95.7,57.8,42.7,52.9,81.2,1,1,0,27.3,1
S082,20,Female,7.1,70.3,65.4,84.7,85.5,69.7,49.7,47.9,2,4,0,73.9,1
S083,23,Female,8.04,73.6,56.9,73.2,57.4,37.8,82.3,77.6,5,2,0,37.6,0
S084,17,Male,6.02,97.5,87.2,87.0,53.8,38.4,72.4,68.7,2,3,8,76.3,1
S085,22,Male,6.99,88.4,69.0,70.3,40.1,51.9,68.6,67.2,4,2,1,52.4,0
S086,19,Female,9.16,96.4,49.8,91.4,50.8,71.2,73.8,66.8,3,2,3,46.6,1
S087,19,Male,7.55,60.1,73.0,94.8,57.7,80.9,90.0,89.8,2,0,2,40.5,1
S088,19,Male,5.89,89.8,72.2,86.5,84.4,61.4,95.8,76.0,5,2,5,32.1,1
S089,24,Female,8.98,81.6,64.4,49.1,65.0,32.6,65.3,60.8,1,4,8,50.8,1
S090,17,Female,9.55,80.7,55.4,78.3,67.6,97.0,69.8,89.6,3,0,8,71.7,0
S091,17,Male,8.54,99.6,73.8,78.5,58.7,94.3,66.3,87.6,5,0,5,25.3,0
S092,18,Female,6.42,87.6,81.1,94.8,91.8,53.3,77.1,52.8,3,2,6,30.3,0
S093,18,Female,7.79,84.0,63.1,52.0,80.7,96.3,99.8,95.2,1,3,8,48.9,1
S094,22,Female,5.9,64.6,97.1,71.7,49.7,39.6,49.2,91.4,1,4,8,86.8,1
S095,17,Female,9.38,82.8,77.8,53.5,46.8,78.5,79.4,94.6,4,0,6,49.1,0
S096,24,Female,8.76,90.3,57.9,58.2,97.8,84.9,94.7,55.7,5,3,7,81.6,1
S097,23,Female,9.83,91.8,89.1,52.6,51.3,74.9,93.1,75.5,1,4,1,42.8,1
S098,19,Female,7.25,78.1,90.7,50.0,94.2,87.2,93.7,96.2,4,0,6,60.2,0
S099,20,Female,9.97,71.9,46.6,96.2,89.5,75.5,88.5,52.6,3,3,2,80.7,0
S100,17,Male,5.1,64.7,53.2,96.7,74.6,59.6,87.7,58.1,1,0,3,53.6,1
